fomc_date,lm_pct,lm_sentiment,llm_classification,llm_stated_confidence,inner_confidence,reasoning
2016-11-02,2.7314,Neutral,Dovish,0.95,0.9352549405933243,"The statement explicitly maintains the federal funds rate unchanged despite acknowledging that “the case for an increase… has continued to strengthen,” and emphasizes waiting for “some further evidence of continued progress” — signaling patience and accommodation. It underscores the “current shortfall of inflation from 2 percent” as a key reason for caution, reaffirms the policy stance as “accommodative,” and stresses gradualism and the likelihood of rates remaining “below longer-run levels for some time,” all hallmarks of dovish guidance."
2016-12-14,2.7864,Neutral,Hawkish,0.95,0.9058598122173097,"The statement announces an actual rate hike (to 0.5–0.75%), explicitly cites strengthening labor markets and rising inflation as justification, and affirms that “gradual increases” are warranted—signaling a clear tightening bias. While it notes inflation remains below 2% and the stance is “still accommodative,” the decisive action and forward guidance emphasizing continued gradual hikes outweigh dovish qualifiers."
2017-02-01,3.0207,Neutral,Dovish,0.95,0.932985879197153,"The statement emphasizes the “current shortfall of inflation from 2 percent,” commits to “carefully monitoring actual and expected progress toward its inflation goal,” affirms the policy stance remains “accommodative,” and explicitly states rate hikes will be “only gradual” and that the funds rate will “remain, for some time, below longer-run levels”—all signaling patience and a bias against premature tightening. While it notes labor market strength, the persistent focus on inflation undershooting and accommodative posture outweighs neutral or hawkish elements."
2017-03-15,2.6856,Neutral,Hawkish,0.95,0.9241576044719527,"The statement explicitly announces a federal funds rate hike (to 0.75–1.00%), frames it as warranted by “realized and expected labor market conditions and inflation,” and affirms an outlook of “gradual increases” going forward—clear signals of tightening. Although it notes the stance remains “accommodative,” the decisive action and forward guidance emphasizing continued hikes outweigh the accommodative language, making the overall tone unambiguously hawkish."
2017-05-03,2.7994,Neutral,Neutral,0.95,0.9020430221411042,"The statement maintains the current rate range, characterizes policy as “accommodative” but emphasizes “gradual increases” going forward and reaffirms the symmetric 2% inflation goal without signaling urgency or delay; it balances positive labor market data with muted inflation readings and describes near-term risks as “roughly balanced,” avoiding clear dovish (e.g., pause, patience, downside risks emphasized) or hawkish (e.g., inflation concerns escalating, rate hikes accelerated or imminent) language."
2017-06-14,2.6316,Neutral,Hawkish,0.95,0.9105142937089578,"The statement explicitly announces a rate hike (to 1–1.25%), affirms expectations for “gradual increases” in the federal funds rate, and emphasizes close monitoring of inflation “relative to its symmetric inflation goal”—all signaling a tightening bias despite acknowledging recent softness in inflation; the characterization of policy as “accommodative” is contextual and does not offset the active tightening action and forward guidance toward further hikes."
2017-07-26,2.6941,Neutral,Hawkish,0.95,0.9268884460787278,"The statement explicitly states the Committee “expects that economic conditions will evolve in a manner that will warrant gradual increases in the federal funds rate” and affirms the rate is “likely to remain, for some time, below levels that are expected to prevail in the longer run”—a clear forward-guidance signal of ongoing tightening, despite holding rates steady this meeting. While inflation is noted as below target, the emphasis on “gradual increases” and the absence of dovish qualifiers (e.g., “patience,” “data dependence with bias toward caution,” or concerns about undershooting) makes this distinctly hawkish in tone and intent."
2017-09-20,2.9052,Neutral,Dovish,0.95,0.9067817889651218,"The statement maintains the current rate range, explicitly states “the stance of monetary policy remains accommodative,” and emphasizes support for further labor market strengthening and a “sustained return to 2 percent inflation” — signaling patience despite solid growth. While it mentions “gradual increases” going forward, the emphasis on below-target inflation, low inflation compensation, and accommodative stance — coupled with the dovish framing of inflation as “somewhat below 2 percent in the near term” and needing to “stabilize around” the target — outweighs the forward guidance, making the overall tone clearly dovish."
2017-11-01,2.9734,Neutral,Neutral,0.95,0.927252707395334,"The statement maintains the current rate range, describes policy as “accommodative” but emphasizes “gradual increases” going forward and closely monitors inflation relative to its symmetric 2% goal—striking a balanced tone without signaling imminent easing (dovish) or acceleration of hikes (hawkish). The truncated final sentence (“below levels tha…”) appears to be a cut-off of “below levels that are expected to prevail in the longer run,” consistent with standard neutral forward guidance."
2017-12-13,2.7113,Neutral,Hawkish,0.95,0.9109568205908759,"The statement explicitly announces a federal funds rate hike (to 1.25–1.50%), affirms expectations for “gradual increases” going forward, and emphasizes monitoring inflation “closely” despite current readings below 2%—all hallmarks of a tightening bias. While it notes the policy stance remains “accommodative,” the active tightening action and forward guidance prioritizing inflation normalization over further easing make this unambiguously hawkish."
2018-01-31,2.8053,Neutral,Hawkish,0.95,0.9141076351729568,"The statement explicitly states the Committee “expects that economic conditions will evolve in a manner that will warrant further gradual increases in the federal funds rate” and affirms the current stance—though still accommodative—is on a clear, data-dependent path toward tightening; it also emphasizes close monitoring of inflation and reaffirms commitment to reaching 2% inflation, signaling resolve against undershooting the target amid strengthening labor markets and rising inflation expectations. While it maintains the current rate, the forward guidance is unambiguously hawkish in tone and intent."
2018-03-21,2.7869,Neutral,Hawkish,0.95,0.9206813922119819,"The statement explicitly announces a rate hike (“decided to raise the target range for the federal funds rate”) and affirms an expectation of “further gradual increases,” while emphasizing that inflation is expected to rise toward 2% and that the Committee is “monitoring inflation developments closely”—all hallmarks of a hawkish stance focused on preemptive tightening amid strengthening economic conditions and low unemployment. Although it notes the policy stance remains “accommodative,” the forward guidance strongly signals continued tightening, outweighing any dovish language."
2018-05-02,2.8053,Neutral,Hawkish,0.95,0.8974510063579313,"The statement explicitly states the Committee “expects that economic conditions will evolve in a manner that will warrant further gradual increases in the federal funds rate” and affirms the current stance remains accommodative *only* to support ongoing normalization — signaling a clear, forward-looking commitment to tightening. While it maintains the current rate unchanged (a technically neutral near-term action), the strong, unambiguous guidance on “further gradual increases” and emphasis on inflation nearing target—without dovish caveats about risks or data dependence—constitutes a hawkish bias consistent with the 2018 hiking cycle."
2018-06-13,2.931,Neutral,Hawkish,0.95,0.9294380856537959,"The statement explicitly announces a rate hike (to 1.75–2.00%), affirms “further gradual increases” are expected, and characterizes the current stance as “accommodative” only in a transitional sense—emphasizing that policy is actively tightening to sustain inflation at 2% amid strong labor markets. While it notes balanced risks and symmetric inflation targeting, the forward guidance on continued hikes and the action itself dominate the tone, aligning clearly with hawkish signaling."
2018-08-01,2.9565,Neutral,Neutral,0.95,0.8838823131095406,"The statement maintains the current rate range, describes policy as “accommodative” (a dovish element), but explicitly affirms that “further gradual increases… will be consistent with sustained expansion” and reiterates commitment to reaching 2% inflation—signaling continued tightening in the near term without urgency or pause. The balanced risk assessment and lack of any shift in tone or forward guidance beyond the established “gradual” path make it neither clearly accommodative nor restrictive."
2018-09-26,2.9772,Neutral,Hawkish,0.95,0.9359155100921274,"The statement explicitly announces a rate hike (“the Committee decided to raise the target range for the federal funds rate”) and affirms that “further gradual increases… will be consistent with sustained expansion,” signaling an ongoing tightening stance; while it notes balanced risks and stable inflation expectations, the active implementation and forward guidance of continued hikes outweighs any neutral or dovish elements."
2018-11-08,2.9514,Neutral,Hawkish,0.95,0.8950805689106304,"The statement explicitly affirms “further gradual increases in the target range for the federal funds rate” as consistent with the outlook, reaffirming a tightening bias despite holding rates steady this meeting; it frames the pause as data-dependent but maintains forward guidance pointing clearly to additional hikes, with no language suggesting patience, concern about overtightening, or downward revision to the rate path."
2018-12-19,2.906,Neutral,Hawkish,0.95,0.9240843861272865,"The statement explicitly announces a rate hike (“decided to raise the target range… to 2-1/4 to 2‑1/2 percent”) and affirms that “some further gradual increases… will be consistent with sustained expansion,” signaling continued tightening despite acknowledging moderating business investment and balanced risks—classic hawkish language emphasizing commitment to inflation control and normalization. The phrase “symmetric 2 percent objective” reinforces vigilance against inflation overshoot, not dovish accommodation."
2019-01-30,2.8814,Neutral,Dovish,0.95,0.9309920849711927,"The statement explicitly states the Committee will “be patient as it determines what future adjustments… may be appropriate” and cites “global economic and financial developments and muted inflation pressures” as key reasons—clear signals of a pause in tightening and openness to easing if conditions worsen. Maintaining rates while emphasizing patience and muted inflation, against a backdrop of slowing business investment and falling market-based inflation compensation, strongly tilts the tone toward accommodation."
2019-03-20,3.2149,Neutral,Dovish,0.95,0.9305060787473397,"The statement explicitly states the Committee will “be patient as it determines what future adjustments… may be appropriate” and cites “muted inflation pressures” and “global economic and financial developments” as reasons to pause rate hikes—strong dovish signals that reversed the prior tightening stance and foreshadowed the eventual 2019 rate cuts. The maintenance of rates is framed not as a neutral hold but as a deliberate, data-dependent pause amid weakening growth and low inflation compensation."
2019-05-01,3.1034,Neutral,Dovish,0.95,0.9442916953127501,"The statement explicitly states the Committee will “be patient as it determines what future adjustments… may be appropriate” and cites “muted inflation pressures” and “global economic and financial developments” as reasons to hold rates steady—key dovish signals indicating no imminent hikes and openness to easing if conditions worsen. While it notes a “strong labor market,” the emphasis on below-target inflation, low inflation compensation, and patience strongly outweighs any hawkish undertones."
2019-06-19,2.8523,Neutral,Dovish,0.95,0.9265359518352185,"The statement explicitly cites “muted inflation pressures” and “increased uncertainties” as reasons to “act as appropriate to sustain the expansion,” signaling openness to rate cuts—a clear dovish pivot from prior tightening; the phrase “will act as appropriate” (widely interpreted at the time as code for easing) and the removal of language about “further gradual increases” marked a decisive shift toward accommodation."
2019-07-31,3.0151,Neutral,Dovish,0.98,0.9183686988972188,"The statement explicitly announces a rate cut (“decided to lower the target range for the federal funds rate”) in response to “muted inflation pressures” and “implications of global developments,” framing the action as supportive of sustained expansion amid weak inflation and uncertainties—classic dovish language emphasizing accommodation over tightening. The early conclusion of QT (quantitative tightening) further reinforces easing bias."
2019-09-18,3.0612,Neutral,Dovish,0.98,0.9366536997004449,"The statement explicitly announces a rate cut (“decided to lower the target range for the federal funds rate”) in response to “muted inflation pressures” and “global developments” weighing on the outlook—classic dovish triggers—and emphasizes supporting the expansion, sustaining a strong labor market, and achieving inflation near 2%, without signaling further tightening or urgency about inflation. The language is accommodative and forward-looking in a supportive, not restrictive, manner."
2019-10-30,3.0664,Neutral,Dovish,0.98,0.9190649531312343,"The statement explicitly announces a rate cut (“decided to lower the target range for the federal funds rate”) in response to “muted inflation pressures” and global risks, framing the move as supportive of sustained expansion and inflation near the 2% objective—classic dovish language emphasizing accommodation and patience. While forward guidance is balanced, the decisive easing action and justification centered on low inflation and external uncertainties strongly tilt the tone toward dovishness."
2019-12-11,3.1142,Neutral,Neutral,0.95,0.935901900030767,"The statement maintains the federal funds rate unchanged and explicitly states that “the current stance of monetary policy is appropriate,” with no forward guidance suggesting imminent easing or tightening; while it notes “muted inflation pressures” and “global developments,” it balances this with references to a strong labor market and sustained expansion, avoiding any clear dovish or hawkish bias."
2020-01-29,3.4602,Neutral,Dovish,0.95,0.9494687729678032,"The statement explicitly states that “the current stance of monetary policy is appropriate to support… inflation returning to the Committee's symmetric 2 percent objective” amid “muted inflation pressures,” “inflation running below 2 percent,” and “market-based measures of inflation compensation remain low”—all signaling no urgency to hike rates and implicit openness to easing if conditions worsen; maintaining rates while emphasizing inflation shortfalls and global risks reflects accommodative bias."
2020-03-03,3.5088,Dovish,Dovish,1.0,0.909942818753532,"The statement explicitly announces a 50-basis-point emergency rate cut in response to coronavirus-related economic risks, emphasizing support for maximum employment and price stability—classic dovish action signaling accommodation and prioritizing growth/stability over inflation concerns. The language “act as appropriate to support the economy” further reinforces an accommodative, crisis-response stance."
2020-03-15,3.2787,Neutral,Dovish,1.0,0.9411385279090723,"The FOMC slashed the federal funds rate target range to 0–0.25%, launched massive quantitative easing ($500B+ in Treasuries and $200B+ in MBS), committed to reinvestment, and explicitly stated it would maintain accommodation “until confident the economy has weathered recent events” — all unambiguous, aggressive accommodative actions in response to the coronavirus shock, with no tightening signals or inflation concerns emphasized."
2020-03-23,3.0547,Neutral,Dovish,1.0,0.9118316553757243,"The statement announces aggressive, unprecedented quantitative easing—including unlimited Treasury and MBS purchases, expansion to commercial MBS, large-scale repo operations, and maintenance of the federal funds rate at the effective lower bound (0–0.25%)—all explicitly aimed at crisis liquidity support and market stabilization during the March 2020 pandemic shock. These actions represent maximum monetary accommodation, with no mention of inflation concerns, rate hikes, or policy normalization, squarely fitting the definition of dovish."
2020-04-29,3.5948,Dovish,Dovish,0.98,0.9144942374912136,"The statement explicitly maintains the federal funds rate at the effective lower bound (0–0.25%) and commits to holding it there “until it is confident that the economy has weathered recent events,” signaling strong accommodation amid severe economic distress, collapsing demand, and deflationary pressures from oil prices—classic dovish language emphasizing support over tightening. The aggressive expansion of asset purchases and repo operations further underscores an accommodative, crisis-response stance with no hint of future tightening."
2020-06-10,3.5831,Dovish,Dovish,0.98,0.9194849390680486,"The statement explicitly maintains the federal funds rate at the effective lower bound (0–0.25%) and commits to holding it there “until it is confident that the economy has weathered recent events and is on track” to meet its dual mandate—signaling strong accommodation and forward guidance emphasizing patience and prolonged easing. It also announces expanded asset purchases and repo operations to support credit flow, with repeated emphasis on weak demand, low inflation, and severe economic hardship—all hallmarks of a dovish stance."
2020-07-29,3.3762,Neutral,Dovish,0.98,0.9050681211393663,"The statement explicitly maintains the federal funds rate at the effective lower bound (0–0.25%) and commits to holding it there “until it is confident that the economy has weathered recent events and is on track” to meet its dual mandate—signaling strong accommodation and extended patience. It also announces continued large-scale asset purchases and repo operations to support credit flow and market functioning, with repeated emphasis on “muted inflation pressures,” “weaker demand,” and risks from the pandemic—none of which suggest any tightening bias or imminent policy normalization."
2020-09-16,3.6392,Dovish,Dovish,0.98,0.9274920330656781,"The statement explicitly commits to maintaining the zero-interest-rate policy “until labor market conditions have reached levels consistent with maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time”—a clear adoption of average inflation targeting with an explicit overshoot allowance, signaling prolonged accommodation. It also reaffirms large-scale asset purchases to foster “accommodative financial conditions” and support credit flow, with no mention of tapering or tightening considerations."
2020-11-05,3.5427,Dovish,Dovish,0.98,0.9102942454088492,"The statement explicitly commits to maintaining the zero-interest-rate policy “until labor market conditions have reached levels consistent with maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time”—a clear adoption of average inflation targeting with a strong dovish bias—and reaffirms ongoing large-scale asset purchases to foster “accommodative financial conditions.” There is no language suggesting imminent tightening, inflation concern, or rate hike considerations."
2020-12-16,3.5313,Dovish,Dovish,0.98,0.9248627935042301,"The statement explicitly commits to maintaining the zero lower bound for the federal funds rate “until labor market conditions have reached levels consistent with maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time”—a clear adoption of average inflation targeting with a symmetric overshoot, signaling prolonged accommodation. It also reaffirms large-scale, ongoing asset purchases (“at least $80B/$40B per month”) until “substantial further progress” is made, underscoring strong dovish forward guidance and commitment to easing financial conditions."
2021-01-27,3.645,Dovish,Dovish,0.98,0.8755351513123656,"The statement explicitly commits to maintaining the zero-interest-rate policy until both maximum employment and inflation (including a commitment to moderately exceed 2% for some time) are achieved, and reaffirms large-scale, ongoing asset purchases—both hallmarks of accommodative, dovish policy. The forward guidance is strongly asymmetric, emphasizing patience and conditionality favoring easing, with no mention of tapering, rate hikes, or inflation concerns warranting tightening."
2021-03-17,3.5032,Dovish,Dovish,0.98,0.9135009632653838,"The statement explicitly commits to maintaining the zero interest rate target “until labor market conditions have reached levels consistent with maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time”—a clear dovish forward guidance that delays tightening and endorses temporary overshooting of inflation. It also reaffirms large-scale, ongoing asset purchases (“at least $80B/$40B per month”) tied to “substantial further progress” toward dual goals, signaling strong policy accommodation with no tapering timeline."
2021-04-28,3.5088,Dovish,Dovish,0.98,0.928790857269885,"The statement reaffirms the zero interest rate policy with an explicit forward guidance commitment to maintain it “until labor market conditions have reached levels consistent with maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time”—a clear dovish, outcome-based threshold that delays tightening. It also confirms ongoing large-scale asset purchases ($80B Treasuries + $40B MBS monthly) explicitly described as supporting “accommodative financial conditions” and credit flow, with no signal of tapering or concern about overheating."
2021-06-16,3.5313,Dovish,Dovish,0.95,0.8949817686960305,"The statement reaffirms the zero interest rate policy, explicitly ties rate hikes to substantial progress on both maximum employment and inflation *moderately exceeding* 2% for some time (a dovish “average inflation targeting” commitment), and continues aggressive quantitative easing with no tapering timeline—signaling strong ongoing accommodation. While the phrase “prepared to adjust” introduces minor flexibility, it is framed as a contingency, not an imminent shift, and does not offset the overwhelmingly accommodative forward guidance and asset purchase commitments."
2021-07-28,3.5088,Dovish,Dovish,0.95,0.9228061117214118,"The statement reaffirms the zero interest rate policy with a clear forward guidance commitment to maintain it “until labor market conditions have reached levels consistent with maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time”—a symmetric average inflation targeting framework that explicitly tolerates overshooting, signaling strong accommodation. While it notes “progress” toward goals, it stops short of tapering or signaling imminent policy normalization, and emphasizes continued asset purchases and accommodative financial conditions."
2021-09-22,3.4591,Neutral,Hawkish,0.95,0.9164982843275811,"While the FOMC maintained the zero interest rate target, the explicit signal that “a moderation in the pace of asset purchases may soon be warranted” marked the first formal tapering guidance—signaling a shift toward policy normalization and tightening financial conditions. This forward-looking commitment to reduce accommodative quantitative easing, coupled with the acknowledgment of “progress toward [the] goals” and readiness to adjust policy if risks emerge, reflects growing concern about inflation and overheating, aligning with a hawkish stance."
2021-11-03,3.3846,Neutral,Hawkish,0.95,0.9083952315352627,"While the FOMC maintained the zero interest rate target, it announced the formal start of tapering—reducing asset purchases by $15 billion per month—with a clear, data-informed schedule and commitment to continued reductions, signaling a decisive shift toward policy normalization in response to “substantial further progress” on employment and inflation; this forward-looking tightening of monetary accommodation (even without a rate hike) is classically hawkish, especially given the context of rising inflation pressures in late 2021."
2021-12-15,3.4865,Neutral,Hawkish,0.95,0.901856227638958,"The statement announces an acceleration of tapering—reducing asset purchases by $30 billion per month and signaling “similar reductions… likely appropriate each month”—while explicitly linking the decision to “inflation developments and the further improvement in the labor market,” and dropping prior language about “patience” or “substantial further progress.” Though it maintains the zero interest rate floor, the clear, front-loaded tightening of quantitative easing amid elevated inflation and strong labor market gains constitutes a hawkish shift in policy trajectory."
2022-01-26,3.5714,Dovish,Hawkish,0.95,0.9072556659360818,"The statement announces the imminent end of asset purchases (tapering completion in early March 2022) and signals readiness to adjust policy “as appropriate if risks emerge”—a clear forward-looking hawkish pivot toward tightening, consistent with the FOMC’s actual first rate hike just six weeks later in March 2022; while it retains accommodative language about current holdings, the emphasis on ending QE and preparing for policy adjustment reflects growing concern about inflation and a decisive shift away from accommodation."
2022-02-18,3.4653,Neutral,Neutral,1.0,0.9216572614890758,"The statement addresses ethics and transparency reforms for Federal Reserve officials’ personal financial activities and contains no language regarding monetary policy, interest rates, inflation, economic outlook, or balance sheet adjustments. It is purely procedural and governance-related, with zero implications for the stance of monetary policy."
2022-03-16,3.7037,Dovish,Hawkish,0.98,0.9203235812835873,"The statement explicitly announces the first rate hike of the cycle (to 0.25–0.50%), signals “ongoing increases” as “appropriate”, and introduces quantitative tightening (“begin reducing its holdings”) — all unambiguous tightening actions. While it acknowledges uncertainty from the Ukraine invasion and retains conditional language about future adjustments, the forward guidance is firmly oriented toward active, sustained monetary tightening to combat elevated inflation."
2022-05-04,3.8079,Dovish,Hawkish,0.98,0.9206623119876322,"The statement explicitly announces a 50-basis-point rate hike (the largest since 2000 at the time), signals “ongoing increases” as appropriate, and initiates quantitative tightening—both strong, unambiguous tightening actions—while emphasizing being “highly attentive to inflation risks” and citing multiple inflationary pressures without offsetting dovish qualifiers."
2022-06-15,3.6184,Dovish,Hawkish,0.98,0.9456512749701713,"The statement explicitly announces a 75-basis-point rate hike—the largest in 28 years—and states that “ongoing increases in the target range will be appropriate,” signaling an accelerated tightening path; it also emphasizes being “highly attentive to inflation risks” and “strongly committed to returning inflation to its 2 percent objective,” with no language suggesting patience or dovish offsets."
2022-07-27,3.5533,Dovish,Hawkish,0.98,0.9509075877676885,"The statement explicitly announces a rate hike (to 2.25–2.50%) and states that “ongoing increases in the target range will be appropriate,” underscoring a clear commitment to aggressive tightening to combat “elevated” inflation and declaring the Committee “highly attentive to inflation risks” and “strongly committed to returning inflation to its 2 percent objective.” While it notes softening spending/production, this is outweighed by the unambiguous forward guidance on continued hikes and balance sheet reduction."
2022-09-21,3.5473,Dovish,Hawkish,0.98,0.9590908566648512,"The statement explicitly announces a 75-basis-point rate hike (to 3.00–3.25%), states that “ongoing increases in the target range will be appropriate,” and emphasizes being “highly attentive to inflation risks” and “strongly committed to returning inflation to its 2 percent objective”—all hallmarks of a hawkish stance prioritizing inflation control over growth or employment concerns."
2022-11-02,3.7705,Dovish,Hawkish,0.98,0.9480242773241152,"The statement explicitly announces a rate hike to 3.75–4.0%, states that “ongoing increases… will be appropriate” to achieve a “sufficiently restrictive” stance, and emphasizes the Committee being “highly attentive to inflation risks” and “strongly committed” to returning inflation to 2%—all hallmarks of a hawkish posture. While it acknowledges lags and data dependence, the forward guidance strongly signals continued tightening, with no mention of pausing, pivoting, or easing concerns."
2022-12-14,3.7767,Dovish,Hawkish,0.98,0.9490444311175381,"The statement explicitly states the FOMC “decided to raise the target range” and that “ongoing increases… will be appropriate in order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2 percent,” underscoring a clear commitment to further tightening amid “elevated” inflation and being “highly attentive to inflation risks.” While it acknowledges lags and data dependence, the forward guidance strongly emphasizes restriction—not pause or pivot—making this unambiguously hawkish in context (December 2022, peak tightening cycle)."
2023-02-01,3.8721,Dovish,Hawkish,0.98,0.9352566544376096,"The statement explicitly announces a rate hike and states that “ongoing increases in the target range will be appropriate” to achieve a “sufficiently restrictive” stance to return inflation to 2%, underscoring strong commitment to tightening despite some easing in inflation. Language like “highly attentive to inflation risks,” “strongly committed to returning inflation to its 2 percent objective,” and emphasis on cumulative tightening and restrictive policy clearly signals a hawkish orientation."
2023-03-22,3.8397,Dovish,Hawkish,0.98,0.932411836827596,"The statement explicitly announces a rate hike to 4.75–5.00%, states that “some additional policy firming may be appropriate” to achieve a “sufficiently restrictive” stance, and reaffirms a “strong commitment” to returning inflation to 2%—all hallmarks of hawkish guidance. While it acknowledges banking-sector stress and uncertainty about its macroeconomic impact, it does not signal pause, pivot, or dovish reassessment; instead, it frames tightening as ongoing and necessary."
2023-05-03,3.7543,Dovish,Hawkish,0.95,0.9144415986828349,"The statement explicitly announces a federal funds rate hike to 5–5.25%, emphasizes being “highly attentive to inflation risks,” and reaffirms a “strong commitment” to returning inflation to 2%, while noting that additional “policy firming may be appropriate”—all hallmarks of a hawkish stance. Although it acknowledges tighter credit conditions and uncertainty, the forward guidance prioritizes inflation control over growth or labor market concerns, with no dovish language (e.g., no mention of pausing, cutting, or shifting focus to employment risks)."
2023-06-14,3.7288,Dovish,Neutral,0.95,0.9239904393907862,"The statement maintains the federal funds rate unchanged and emphasizes data dependence, cumulative policy lags, and uncertainty around credit conditions—hallmarks of a pause for assessment rather than a shift toward easing (dovish) or signaling imminent hikes (hawkish); while it reaffirms commitment to 2% inflation, it avoids forward guidance suggesting further tightening is imminent or that easing is under consideration."
2023-07-26,3.7543,Dovish,Hawkish,0.95,0.922302939222172,"The statement explicitly announces a federal funds rate hike to 5.25–5.50%, the highest level in 22 years, and reaffirms a “strong commitment” to returning inflation to 2%—emphasizing vigilance on inflation risks and “additional policy firming” as appropriate. While it acknowledges lagged effects and tighter credit conditions, the decisive action and forward-looking language on further tightening dominate the tone."
2023-09-20,3.8917,Dovish,Hawkish,0.95,0.8901642748621168,"The statement explicitly states that the Committee is “highly attentive to inflation risks,” “strongly committed to returning inflation to its 2 percent objective,” and frames the current pause in rate hikes as temporary—emphasizing “the extent of additional policy firming that may be appropriate” rather than signaling an end to tightening. While it acknowledges tighter credit conditions and maintains rates, the forward guidance strongly prioritizes inflation control and leaves the door wide open (and linguistically primed) for further hikes, which is classically hawkish."
2023-11-01,3.7162,Dovish,Neutral,0.95,0.8978606997384116,"The statement maintains the federal funds rate unchanged, emphasizes uncertainty about the lagged effects of prior tightening, and stresses data dependence and balance between inflation risks and economic resilience—hallmarks of a neutral stance—without signaling imminent hikes (hawkish) or easing (dovish). While “strongly committed to returning inflation to 2 percent” conveys resolve, it is paired with explicit recognition of cumulative tightening and uncertain transmission, avoiding new hawkish forward guidance."
2023-12-13,3.8526,Dovish,Neutral,0.95,0.9073027901177096,"The statement maintains the federal funds rate unchanged, emphasizes uncertainty about the lagged effects of prior tightening, and stresses data dependence and balance between inflation risks and moderating growth—hallmarks of a neutral stance—without signaling imminent cuts (dovish) or hikes (hawkish). While “strongly committed to returning inflation to 2 percent” is hawkish in tone, it is offset by explicit recognition of slowing activity, tighter financial conditions, and the phrase “assess the extent of any additional policy firming,” indicating no presumption of further hikes."
2024-01-31,3.7162,Dovish,Hawkish,0.95,0.9299455066849303,"The statement explicitly states “the Committee does not expect it will be appropriate to reduce the target range until it has gained greater confidence that inflation is moving sustainably toward 2 percent,” signaling a clear bias against near-term rate cuts despite inflation easing — a hallmark of hawkish forward guidance. Additionally, it reaffirms strong commitment to the 2% inflation goal, emphasizes vigilance on inflation risks, and maintains the highest federal funds rate range since 2001 without hinting at pivot timing or dovish reassessment."
2024-03-20,3.7415,Dovish,Hawkish,0.95,0.9294656175009409,"The statement explicitly states the Committee “does not expect it will be appropriate to reduce the target range until it has gained greater confidence that inflation is moving sustainably toward 2 percent,” signaling a clear bias against near-term rate cuts despite acknowledging easing inflation; combined with the strong commitment to returning inflation to 2% and continued quantitative tightening, this conveys a tightening-oriented, inflation-averse stance."
2024-05-01,3.9801,Dovish,Hawkish,0.95,0.9192934193332619,"The statement explicitly states the Committee “does not expect it will be appropriate to reduce the target range until it has gained greater confidence that inflation is moving sustainably toward 2 percent,” reaffirms its “strong commitment” to the 2% goal, and announces a *slowing* of balance sheet runoff (not a pause or reversal), which—while modest—signals continued policy restraint; crucially, it highlights the lack of further progress on inflation and remains “highly attentive to inflation risks,” with no dovish language about easing or data-dependent cuts being imminent."
2024-06-12,3.7288,Dovish,Hawkish,0.95,0.9443225361485179,"The statement explicitly states the Committee “does not expect it will be appropriate to reduce the target range until it has gained greater confidence that inflation is moving sustainably toward 2 percent,” reaffirms ongoing quantitative tightening, and emphasizes being “highly attentive to inflation risks” and “strongly committed” to returning inflation to 2%—all signaling a higher-for-longer policy stance and resistance to near-term easing. While acknowledging modest progress on inflation and balanced risks, the forward guidance on rate cuts is conditional and deliberately restrictive, outweighing neutral or dovish elements."
2024-07-31,3.6789,Dovish,Hawkish,0.95,0.9215964667074729,"The statement explicitly states “the Committee does not expect it will be appropriate to reduce the target range until it has gained greater confidence that inflation is moving sustainably toward 2 percent,” signaling a clear bias against near-term rate cuts despite some progress on inflation; combined with the reaffirmation of strong commitment to the 2% target and continuation of quantitative tightening, this conveys a tightening-leaning, inflation-averse posture."
2024-09-18,3.7162,Dovish,Dovish,0.98,0.9288530405328534,"The statement explicitly announces a 50-basis-point rate cut—the largest cut since 2020—and cites “greater confidence that inflation is moving sustainably toward 2 percent” alongside a balanced risk assessment, signaling a decisive pivot toward accommodation; the emphasis on supporting maximum employment and readiness to adjust policy *if risks impede goals* further reinforces easing intent."
2024-11-07,3.6082,Dovish,Dovish,0.98,0.9113494611897728,"The statement explicitly announces a 25-basis-point rate cut—the first since March 2023—and emphasizes that risks to the dual mandate are “roughly in balance” while reaffirming commitment to maximum employment and returning inflation to 2%, signaling a shift toward accommodation amid progress on inflation and modest labor market cooling. The language (“carefully assess,” “prepared to adjust… as appropriate”) reflects data-dependent caution but the decisive action of cutting rates—coupled with no hawkish forward guidance or inflation alarm—clearly tilts dovish."
2024-12-18,3.5654,Dovish,Dovish,0.95,0.9255832057312232,"The statement explicitly announces a 25-basis-point rate cut—the first in over four years—and emphasizes that risks to the dual mandate are “roughly in balance” while reaffirming commitment to maximum employment and returning inflation to 2%, signaling a shift toward policy accommodation. Although it retains data dependence and vigilance on inflation, the decisive action of lowering rates—coupled with language framing inflation as having “made progress” and unemployment as “low” despite recent uptick—clearly tilts the tone toward dovishness."
